date,season,neutral,playoff,team1,team2,elo1_pre,elo2_pre,elo_prob1,elo_prob2,elo1_post,elo2_post,carm-elo1_pre,carm-elo2_pre,carm-elo_prob1,carm-elo_prob2,carm-elo1_post,carm-elo2_post,raptor1_pre,raptor2_pre,raptor_prob1,raptor_prob2,score1,score2,quality,importance,total_rating
11/25/2022,2023,0,,MIA,WAS,1547.226138,1460.194069,0.7458582022035835,0.25414179779641655,1549.697915,1457.722291,,,,,,,1442.485184,1462.927901,0.571434847,0.428565153,110,107,31,59,45
11/25/2022,2023,0,,HOU,ATL,1335.475292,1551.537092,0.33892119720610686,0.6610788027938932,1346.745621,1540.266763,,,,,,,1296.246275,1533.984646,0.28162681,0.71837319,128,122,16,9,13
11/25/2022,2023,0,,OKC,CHI,1404.023109,1481.735939,0.5320298942396287,0.46797010576037135,1409.83865,1475.920397,,,,,,,1374.195087,1497.372457,0.446226269,0.553773731,123,119,25,26,26
11/25/2022,2023,0,,BOS,SAC,1679.540496,1485.869104,0.8442910112645794,0.1557089887354206,1683.381219,1482.02838,,,,,,,1686.118958,1493.005881,0.824949364,0.175050636,122,104,81,16,49
11/25/2022,2023,0,,MEM,NOP,1568.12924,1596.047758,0.6022704544178883,0.3977295455821117,1580.875342,1583.301657,,,,,,,1523.358337,1582.925515,0.524205618,0.475794382,132,111,71,19,45
11/25/2022,2023,0,,SAS,LAL,1399.001996,1422.086128,0.6089172782622284,0.3910827217377716,1384.712717,1436.375407,,,,,,,1378.017673,1424.004355,0.550718342,0.449281658,94,105,15,4,10
11/25/2022,2023,0,,MIL,CLE,1567.644216,1570.282376,0.6365589226173092,0.3634410773826908,1576.723393,1561.203198,,,,,,,1579.561012,1576.242306,0.614620359,0.385379641,117,102,79,16,48
11/25/2022,2023,0,,IND,BRK,1456.23822,1535.826466,0.5293411255790585,0.47065887442094145,1466.436876,1525.627811,,,,,,,1476.70473,1564.353192,0.48817915,0.51182085,128,117,59,68,64
11/25/2022,2023,0,,PHO,DET,1610.591552,1375.139137,0.8733622011507735,0.12663779884922655,1612.135679,1373.59501,,,,,,,1568.046891,1326.043358,0.866722914,0.133277086,108,102,26,1,14
11/25/2022,2023,0,,GSW,UTA,1580.201675,1547.990555,0.6815856477599067,0.3184143522400933,1586.543284,1541.648946,,,,,,,1567.253792,1509.75312,0.681120843,0.318879157,129,118,67,52,60
11/25/2022,2023,0,,LAC,DEN,1498.00108,1540.315488,0.5822617277039008,0.41773827229609917,1485.331539,1552.985029,,,,,,,1438.724055,1581.905684,0.406848111,0.593151889,104,114,53,41,47
11/26/2022,2023,0,,TOR,DAL,1532.050574,1566.117099,0.593763018,0.406236982,1537.48178,1560.685893,,,,,,,1545.911508,1595.068742,0.537612184,0.462387816,105,100,77,46,62
11/26/2022,2023,0,,HOU,OKC,1346.745621,1409.83865,0.5529145198086236,0.4470854801913764,1357.387496,1399.196775,,,,,,,1317.02007,1386.005121,0.50623095,0.49376905,118,105,5,1,3
11/26/2022,2023,0,,SAS,LAL,1384.712717,1436.375407,0.5691176073556504,0.4308823926443496,1376.380316,1444.707809,,,,,,,1385.96292,1361.590856,0.640764564,0.359235436,138,143,9,4,7
11/26/2022,2023,0,,PHO,UTA,1612.135679,1541.648946,0.7273860225542126,0.2726139774457874,1614.074946,1539.709679,,,,,,,1564.346871,1505.141726,0.695252629,0.304747371,113,112,65,23,44
11/27/2022,2023,0,,BRK,POR,1525.627811,1423.881262,0.7615772926756657,0.23842270732433435,1530.90855,1418.600523,,,,,,,1567.026371,1430.069335,0.763750683,0.236249317,111,97,48,43,46
11/27/2022,2023,0,,MIN,GSW,1533.903752,1586.543284,0.5677381503891645,0.43226184961083547,1512.579686,1607.86735,,,,,,,1590.82273,1572.978729,0.639642507,0.360357493,114,137,80,56,68
11/27/2022,2023,0,,LAC,IND,1485.331539,1466.436876,0.6647228528749146,0.3352771471250854,1493.206924,1458.561491,,,,,,,1432.917194,1480.398063,0.551779949,0.448220051,114,100,32,62,47
11/27/2022,2023,0,,ATL,MIA,1540.266763,1549.697915,0.6274648362503221,0.3725351637496779,1527.982834,1561.981845,,,,,,,1528.063516,1508.153269,0.638637336,0.361362664,98,106,58,53,56
11/27/2022,2023,0,,NYK,MEM,1500.191885,1580.875342,0.5277701334643266,0.47222986653567345,1493.41148,1587.655746,,,,,,,1511.313929,1554.82572,0.547379683,0.452620317,123,127,64,28,46
11/27/2022,2023,0,,DET,CLE,1373.59501,1561.203198,0.3765275710428839,0.6234724289571161,1367.2056,1567.592608,,,,,,,1344.568013,1554.361559,0.309316788,0.690683212,94,102,27,8,18
11/27/2022,2023,0,,ORL,PHI,1357.476435,1575.534737,0.3363509825470244,0.6636490174529757,1344.037093,1588.974078,,,,,,,1302.521982,1460.41363,0.378006022,0.621993978,103,133,9,8,9
11/27/2022,2023,0,,BOS,WAS,1683.381219,1457.722291,0.8669946536280951,0.13300534637190486,1685.435362,1455.668148,,,,,,,1645.078273,1489.71986,0.793184201,0.206815799,130,121,75,15,45
11/27/2022,2023,0,,MIL,DAL,1576.723393,1560.685893,0.661047462,0.338952538,1582.761489,1554.647797,,,,,,,1589.776032,1615.334551,0.638725375,0.361274625,124,115,86,21,54
11/28/2022,2023,0,,PHI,ATL,1588.974078,1527.982834,0.7164134547838698,0.28358654521613025,1591.783138,1525.173773,,,,,,,1577.803615,1554.009291,0.630896104,0.369103896,104,101,76,37,57
11/28/2022,2023,0,,WAS,MIN,1455.668148,1512.579686,0.561693313,0.438306687,1467.077123,1501.170711,,,,,,,1464.165246,1557.581118,0.472203118,0.527796882,142,127,55,50,53
11/28/2022,2023,0,,TOR,CLE,1537.48178,1567.592608,0.599243595,0.400756405,1546.314506,1558.759882,,,,,,,1579.040901,1539.521023,0.714894097,0.285105903,100,88,73,24,49
11/28/2022,2023,0,,BOS,CHO,1685.435362,1446.362608,0.8756492784912067,0.12435072150879334,1690.22398,1441.573991,,,,,,,1663.590433,1285.449069,0.912282052,0.087717948,140,105,30,5,18
11/28/2022,2023,0,,BRK,ORL,1530.90855,1344.037093,0.8390754283927425,0.16092457160725748,1533.110784,1341.834859,,,,,,,1571.420145,1288.781474,0.887706799,0.112293201,109,102,20,7,14
11/28/2022,2023,0,,NOP,OKC,1583.301657,1399.196775,0.8369133879924536,0.16308661200754637,1584.982474,1397.515958,,,,,,,1515.919868,1371.437526,0.774764616,0.225235384,105,101,27,9,18
11/28/2022,2023,0,,UTA,CHI,1539.709679,1475.920397,0.7196743578603099,0.28032564213969013,1525.77488,1489.855196,,,,,,,1509.277414,1495.766098,0.671814685,0.328185315,107,114,51,52,52
11/28/2022,2023,0,,DEN,HOU,1552.985029,1357.387496,0.8457430905998591,0.15425690940014092,1556.492789,1353.879736,,,,,,,1600.567797,1334.449781,0.90093924,0.09906076,129,113,32,1,17
11/28/2022,2023,0,,SAC,PHO,1482.02838,1614.074946,0.45401162981092646,0.5459883701890735,1475.798009,1620.305317,,,,,,,1496.546496,1565.893234,0.484449593,0.515550407,117,122,63,34,49
11/28/2022,2023,0,,LAL,IND,1444.707809,1458.561491,0.6214948790863588,0.3785051209136412,1439.311884,1463.957416,,,,,,,1448.33905,1469.832207,0.626523786,0.373476214,115,116,34,29,32
11/29/2022,2023,0,,DET,NYK,1367.2056,1493.41148,0.46235806396531565,0.5376419360346844,1347.401843,1513.215237,,,,,,,1345.510839,1505.384295,0.389921997,0.610078003,110,140,21,16,19
11/29/2022,2023,0,,DAL,GSW,1554.647797,1607.86735,0.5669185677185187,0.4330814322814813,1559.315496,1603.199651,,,,,,,1581.100953,1584.21342,0.600965028,0.399034972,116,113,81,37,59
11/29/2022,2023,0,,POR,LAC,1418.600523,1493.206924,0.5364793933212827,0.4635206066787173,1410.131579,1501.675868,,,,,,,1427.86369,1431.983233,0.581630889,0.418369111,112,118,24,71,48
11/30/2022,2023,0,,ORL,ATL,1341.834859,1525.173773,0.3823141464906976,0.6176858535093024,1331.335022,1535.67361,,,,,,,1290.860159,1560.217121,0.241883904,0.758116096,108,125,18,12,15
11/30/2022,2023,0,,CLE,PHI,1558.759882,1591.783138,0.5952107855164316,0.4047892144835684,1574.741434,1575.801587,,,,,,,1539.740559,1578.963961,0.5547824,0.4452176,113,85,73,25,49
11/30/2022,2023,0,,BOS,MIA,1690.22398,1561.981845,0.7881595829041145,0.21184041709588552,1694.613711,1557.592113,,,,,,,1693.225588,1511.152196,0.815582022,0.184417978,134,121,85,13,49
11/30/2022,2023,0,,NYK,MIL,1513.215237,1582.761489,0.5437145701549003,0.4562854298450997,1504.596464,1591.380263,,,,,,,1523.893411,1619.997712,0.400379386,0.599620614,103,109,77,29,53
11/30/2022,2023,0,,BRK,WAS,1533.110784,1467.077123,0.7222734046714998,0.2777265953285002,1536.902333,1463.285574,,,,,,,1544.148858,1476.064895,0.691382318,0.308617682,113,107,55,57,56
11/30/2022,2023,0,,MIN,MEM,1501.170711,1587.655746,0.519439794,0.480560206,1509.803683,1579.022775,,,,,,,1508.786747,1582.469254,0.506911109,0.493088891,109,101,69,35,52
11/30/2022,2023,0,,NOP,TOR,1584.982474,1546.314506,0.6895972301982713,0.31040276980172865,1593.493489,1537.803491,,,,,,,1546.326119,1587.700025,0.55137548,0.44862452,126,108,76,31,54
11/30/2022,2023,0,,OKC,SAS,1397.515958,1376.380316,0.6675917187249983,0.33240828127500166,1403.018765,1370.877508,,,,,,,1310.343854,1363.278624,0.539210995,0.460789005,119,111,3,1,2
11/30/2022,2023,0,,DEN,HOU,1556.492789,1353.879736,0.8509384839334131,0.1490615160665869,1560.424335,1349.948191,,,,,,,1578.493978,1333.132586,0.88958178,0.11041822,120,100,29,0,15
11/30/2022,2023,0,,UTA,LAC,1525.77488,1501.675868,0.6713663454071429,0.3286336545928571,1533.100911,1494.349837,,,,,,,1501.359844,1430.465367,0.78958944,0.21041056,125,112,36,43,40
11/30/2022,2023,0,,PHO,CHI,1620.305317,1489.855196,0.7902739555949181,0.2097260444050819,1625.903866,1484.256647,,,,,,,1572.755397,1508.818827,0.695253146,0.304746854,132,113,67,25,46
11/30/2022,2023,0,,SAC,IND,1475.798009,1463.957416,0.6556133521097052,0.34438664789029483,1487.220938,1452.534487,,,,,,,1490.76822,1477.316711,0.621802294,0.378197706,137,114,44,50,47
11/30/2022,2023,0,,LAL,POR,1439.311884,1410.131579,0.6777872939481125,0.32221270605188745,1448.544791,1400.898671,,,,,,,1484.257834,1343.125916,0.821280443,0.178719557,128,109,18,16,17
12/1/2022,2023,0,,DET,DAL,1347.401843,1559.315496,0.34429169773967605,0.655708302,1358.539869,1548.17747,,,,,,,1334.323128,1584.707109,0.278749909,0.721250091,131,125,30,11,21
12/2/2022,2023,0,,CHO,WAS,1441.573991,1463.285574,0.610797178,0.389202822,1444.534799,1460.324766,,,,,,,1373.343157,1472.463394,0.466353696,0.533646304,117,116,21,33,27
12/2/2022,2023,0,,ATL,DEN,1535.67361,1560.424335,0.6066302974295323,0.39336970257046766,1542.411071,1553.686874,,,,,,,1519.107554,1586.284795,0.524961505,0.475038495,117,109,71,21,46
12/2/2022,2023,0,,MIL,LAL,1591.380263,1448.544791,0.8018462027383889,0.1981537972616111,1578.792521,1461.132533,,,,,,,1626.970751,1466.308386,0.801587871,0.198412129,129,133,68,8,38
12/2/2022,2023,0,,CLE,ORL,1574.741434,1331.335022,0.8783402904966959,0.12165970950330407,1576.843282,1329.233173,,,,,,,1556.392127,1286.156936,0.883598557,0.116401443,107,96,17,2,10
12/2/2022,2023,0,,BRK,TOR,1536.902333,1537.803491,0.6388690323840212,0.36113096761597885,1543.416287,1531.289536,,,,,,,1554.578211,1581.520938,0.572870331,0.427129669,114,105,76,58,67
12/2/2022,2023,0,,BOS,MIA,1694.613711,1557.592113,0.7964748547376436,0.20352514526235643,1682.182053,1570.023771,,,,,,,1695.480276,1553.610767,0.772469989,0.227530011,116,120,90,18,54
12/2/2022,2023,0,,SAS,NOP,1370.877508,1593.493489,0.33051995525712646,0.6694800447428735,1361.708913,1602.662084,,,,,,,1358.769319,1575.610194,0.308539243,0.691460757,99,117,34,7,21
12/2/2022,2023,0,,MEM,PHI,1579.022775,1575.801587,0.6443256998335292,0.35567430016647084,1584.988683,1569.835679,,,,,,,1594.132034,1567.123284,0.638917574,0.361082426,117,109,80,10,45
12/2/2022,2023,0,,PHO,HOU,1625.903866,1349.948191,0.8969859520335719,0.1030140479664281,1615.533862,1360.318195,,,,,,,1592.635498,1331.660973,0.879137546,0.120862454,121,122,30,0,15
12/2/2022,2023,0,,UTA,IND,1533.100911,1452.534487,0.7387388299685376,0.26126117003146243,1540.579641,1445.055757,,,,,,,1514.162076,1463.602222,0.718258845,0.281741155,139,119,46,43,45
12/2/2022,2023,0,,GSW,CHI,1603.199651,1484.256647,0.779084157,0.22091584303491096,1606.613268,1480.84303,,,,,,,1571.954207,1497.574914,0.691315361,0.308684639,119,111,64,41,53
12/3/2022,2023,0,,NYK,DAL,1504.596464,1548.17747,0.5804872301652466,0.4195127698347534,1483.99071,1568.783224,,,,,,,1519.055564,1595.107593,0.496647449,0.503352551,100,121,72,55,64
12/3/2022,2023,0,,LAC,SAC,1494.349837,1487.220938,0.6494638912116524,0.3505361087883476,1465.567006,1516.003769,,,,,,,1420.55379,1492.536793,0.498906073,0.501093927,96,123,32,78,55
12/3/2022,2023,0,,CHO,MIL,1444.534799,1578.792521,0.45085832960927585,0.5491416703907241,1435.991775,1587.335545,,,,,,,1384.409366,1464.32762,0.501412818,0.498587182,96,105,22,14,18
12/3/2022,2023,0,,MIN,OKC,1509.803683,1403.018765,0.7668035967940388,0.23319640320596124,1494.344411,1418.478037,,,,,,,1532.984433,1381.087737,0.793749817,0.206250183,128,135,31,13,22
12/3/2022,2023,0,,TOR,ORL,1531.289536,1329.233173,0.8505315531642472,0.14946844683575278,1534.239501,1326.283209,,,,,,,1575.398664,1302.299412,0.879237691,0.120762309,121,108,23,5,14
12/3/2022,2023,0,,GSW,HOU,1606.613268,1360.318195,0.8801060367618316,0.11989396323816837,1609.581522,1357.349941,,,,,,,1589.024714,1354.700581,0.855532154,0.144467846,120,101,35,5,20
12/3/2022,2023,0,,UTA,POR,1540.579641,1400.898671,0.7989451551928775,0.20105484480712255,1526.667013,1414.811299,,,,,,,1520.839605,1321.136142,0.82203234,0.17796766,111,116,19,35,27
12/4/2022,2023,0,,NOP,DEN,1602.662084,1553.686874,0.702152759,0.29784724087134995,1609.828142,1546.520816,,,,,,,1587.786785,1569.523424,0.624236577,0.375763423,121,106,80,12,46
12/4/2022,2023,0,,SAS,PHO,1361.708913,1615.533862,0.29204190762171023,0.7079580923782898,1348.180774,1629.062001,,,,,,,1349.398624,1585.411847,0.291046438,0.708953562,95,133,33,2,18
12/4/2022,2023,0,,NYK,CLE,1483.99071,1576.843282,0.5102845255786314,0.48971547442136865,1494.714266,1566.119727,,,,,,,1504.949904,1559.433554,0.46047457,0.53952543,92,81,63,38,51
12/4/2022,2023,0,,SAC,CHI,1516.003769,1480.84303,0.6852592084770083,0.3147407915229917,1521.533151,1475.313648,,,,,,,1506.19665,1489.4476,0.556512212,0.443487788,110,101,49,63,56
12/4/2022,2023,0,,BRK,BOS,1543.416287,1682.182053,0.44444194175908414,0.5555580582409159,1533.922878,1691.675463,,,,,,,1572.752933,1685.478123,0.441595673,0.558404327,92,103,91,32,62
12/4/2022,2023,0,,WAS,LAL,1460.324766,1461.132533,0.6389930544966729,0.3610069455033271,1445.039446,1476.417853,,,,,,,1473.995528,1476.206307,0.600011082,0.399988918,119,130,40,36,38
12/4/2022,2023,0,,DET,MEM,1358.539869,1584.988683,0.3256561910295868,0.6743438089704132,1352.401787,1591.126766,,,,,,,1345.950573,1587.261146,0.286705207,0.713294793,112,122,33,2,18
12/4/2022,2023,0,,POR,IND,1414.811299,1445.055757,0.599058849,0.40094115118471696,1425.488779,1434.378277,,,,,,,1455.417564,1359.15951,0.667778294,0.332221706,116,100,16,46,31
12/5/2022,2023,0,,CHO,LAC,1435.991775,1465.567006,0.5999837873478245,0.40001621265217546,1429.847529,1471.711253,,,,,,,1383.170353,1525.298169,0.425274495,0.574725505,117,119,30,38,34
12/5/2022,2023,0,,ORL,MIL,1326.283209,1587.335545,0.2835151033918158,0.7164848966081843,1322.057381,1591.561373,,,,,,,1297.656685,1591.928097,0.213537845,0.786462155,102,109,24,1,13
12/5/2022,2023,0,,ATL,OKC,1542.411071,1418.478037,0.7839884082445341,0.21601159175546591,1526.341189,1434.547919,,,,,,,1575.564692,1378.002485,0.835811726,0.164188274,114,121,38,6,22
12/5/2022,2023,0,,TOR,BOS,1534.239501,1691.675463,0.41808783500818913,0.5819121649918109,1528.057631,1697.857333,,,,,,,1597.707168,1689.142059,0.542476248,0.457523752,110,116,93,26,60
12/5/2022,2023,0,,MEM,MIA,1591.126766,1570.023771,0.6675500116035877,0.33244998839641227,1596.630394,1564.520142,,,,,,,1389.103213,1578.976045,0.284193934,0.715806066,101,93,42,15,29
12/5/2022,2023,0,,HOU,PHI,1357.349941,1569.835679,0.34354862659629304,0.656451373,1371.39325,1555.79237,,,,,,,1328.616851,1577.445003,0.256299322,0.743700678,132,123,28,4,16
12/5/2022,2023,0,,DAL,PHO,1568.783224,1629.062001,0.5569156763737922,0.44308432362620775,1582.360337,1615.484888,,,,,,,1588.803108,1598.877058,0.644673375,0.355326625,130,111,84,24,54
12/5/2022,2023,0,,GSW,IND,1609.581522,1434.378277,0.8297981258878395,0.17020187411216048,1590.259558,1453.700241,,,,,,,1581.808443,1321.984691,0.89914483,0.10085517,104,112,27,9,18
12/6/2022,2023,0,,CLE,LAL,1566.119727,1476.417853,0.7487603609035034,0.2512396390964966,1571.730897,1470.806683,,,,,,,1567.712262,1501.192647,0.694082021,0.305917979,116,102,64,25,45
12/6/2022,2023,0,,MIA,DET,1564.520142,1352.401787,0.8577464704942497,0.14225352950575032,1527.06841,1389.85352,,,,,,,1500.650655,1341.397248,0.744035765,0.255964235,96,116,20,11,16
12/6/2022,2023,0,,DEN,DAL,1546.520816,1582.360337,0.5912988629950445,0.4087011370049555,1541.48224,1587.398914,,,,,,,1566.745418,1601.23304,0.674089698,0.325910302,115,116,81,19,50
12/7/2022,2023,0,,ORL,LAC,1322.057381,1471.711253,0.4290248949526135,0.5709751050473866,1330.426147,1463.342487,,,,,,,1319.170049,1549.852395,0.288899209,0.711100791,116,111,22,19,21
12/7/2022,2023,0,,BRK,CHO,1533.922878,1429.847529,0.7640029132974773,0.23599708670252273,1537.060441,1426.709965,,,,,,,1558.624001,1384.643306,0.806543635,0.193456365,122,116,36,24,30
12/7/2022,2023,0,,TOR,LAL,1528.057631,1470.806683,0.7120188223464502,0.2879811776535498,1534.326184,1464.53813,,,,,,,1591.777449,1255.264992,0.932662576,0.067337424,126,113,16,6,11
12/7/2022,2023,0,,NYK,ATL,1494.714266,1526.341189,0.5971459136045938,0.4028540863954062,1508.940148,1512.115307,,,,,,,1514.406513,1562.145895,0.5395318,0.4604682,113,89,67,63,65
12/7/2022,2023,0,,NOP,DET,1609.828142,1389.85352,0.8631758591934962,0.13682414080650385,1611.512921,1388.168741,,,,,,,1591.153775,1363.053806,0.881606093,0.118393907,104,98,37,2,20
12/7/2022,2023,0,,CHI,WAS,1475.313648,1445.039446,0.6791609597174578,0.3208390402825422,1478.988831,1441.364262,,,,,,,1486.996387,1441.461847,0.65839166,0.34160834,115,111,36,52,44
12/7/2022,2023,0,,MIL,SAC,1591.561373,1521.533151,0.7268623272605035,0.2731376727394965,1597.453327,1515.641197,,,,,,,1614.313053,1507.365126,0.745788691,0.254211309,126,113,73,20,47
12/7/2022,2023,0,,MIN,IND,1494.344411,1453.700241,0.6920270142823305,0.3079729857176695,1498.625649,1449.419003,,,,,,,1512.817757,1449.97421,0.703895786,0.296104214,121,115,43,45,44
12/7/2022,2023,0,,MEM,OKC,1596.630394,1434.547919,0.8188637211699993,0.18113627883000072,1601.705881,1429.472432,,,,,,,1601.535581,1358.623403,0.861499943,0.138500057,123,102,38,3,21
12/7/2022,2023,0,,UTA,GSW,1526.667013,1590.259558,0.5522036012773387,0.4477963987226613,1530.18447,1586.742101,,,,,,,1484.063732,1363.163454,0.792945835,0.207054165,124,123,21,37,29
12/7/2022,2023,0,,PHO,BOS,1615.484888,1697.857333,0.5253463467193347,0.47465365328066533,1593.893554,1719.448667,,,,,,,1602.852402,1686.205909,0.504222288,0.495777712,98,125,93,17,55
12/8/2022,2023,0,,MIA,LAC,1527.06841,1463.342487,0.719600772,0.28039922815713303,1530.557903,1459.852994,,,,,,,1520.750138,1483.330665,0.709700104,0.290299896,115,110,51,51,51
12/8/2022,2023,0,,SAS,HOU,1348.180774,1371.39325,0.6087413272810673,0.39125867271893267,1355.356839,1364.217185,,,,,,,1303.087578,1335.46221,0.564286038,0.435713962,118,109,2,0,1
12/8/2022,2023,0,,POR,DEN,1425.488779,1541.48224,0.476999804,0.523000196,1421.681511,1545.289508,,,,,,,1453.371082,1563.016966,0.453463461,0.546536539,120,121,53,47,50
12/9/2022,2023,0,,ORL,TOR,1330.426147,1534.326184,0.35477926139524263,0.6452207386047574,1339.327233,1525.425098,,,,,,,1328.654,1599.310996,0.247832918,0.752167082,113,109,30,8,19
12/9/2022,2023,0,,CHO,NYK,1426.709965,1508.940148,0.5255505482749562,0.4744494517250438,1409.854547,1525.795566,,,,,,,1388.78299,1534.90688,0.401651886,0.598348114,102,121,33,41,37
12/9/2022,2023,0,,IND,WAS,1449.419003,1441.364262,0.6506762558402723,0.34932374415972767,1456.092359,1434.690907,,,,,,,1466.433223,1427.180164,0.658263784,0.341736216,121,111,29,46,38
12/9/2022,2023,0,,CLE,SAC,1571.730897,1515.641197,0.7106462017303313,0.28935379826966867,1553.847382,1533.524713,,,,,,,1501.199473,1482.856041,0.635817011,0.364182989,95,106,47,39,43
12/9/2022,2023,0,,BRK,ATL,1537.060441,1512.115307,0.6724400801183561,0.3275599198816439,1540.827154,1508.348594,,,,,,,1556.566436,1500.013998,0.675511483,0.324488517,120,116,62,51,57
12/9/2022,2023,0,,PHI,LAL,1555.79237,1464.53813,0.7504376723993967,0.24956232760060326,1560.559089,1459.77141,,,,,,,1632.582093,1461.270085,0.795268619,0.204731381,133,122,68,14,41
12/9/2022,2023,0,,MEM,DET,1601.705881,1388.168741,0.8587401003363854,0.14125989966361463,1604.192973,1385.681649,,,,,,,1595.699888,1366.583359,0.851850148,0.148149852,114,103,39,1,20
12/9/2022,2023,0,,NOP,PHO,1611.512921,1593.893554,0.6630847743464446,0.33691522565355536,1618.29459,1587.111885,,,,,,,1586.427496,1582.465929,0.616374107,0.383625893,128,117,81,11,46
12/9/2022,2023,0,,UTA,MIN,1530.18447,1498.625649,0.6807701709999243,0.3192298290000757,1514.393064,1514.417055,,,,,,,1531.106114,1512.582493,0.682952223,0.317047777,108,118,60,63,62
12/9/2022,2023,0,,DAL,MIL,1587.398914,1597.453327,0.6266257993414068,0.37337420065859317,1581.940623,1602.911618,,,,,,,1606.104092,1618.325426,0.589936454,0.410063546,105,106,88,13,51
12/10/2022,2023,0,,MIA,SAS,1530.557903,1355.356839,0.829796353,0.17020364707227298,1517.098876,1368.815865,,,,,,,1570.062068,1345.321405,0.850607296,0.149392704,111,115,30,8,19
12/10/2022,2023,0,,IND,BRK,1456.092359,1540.827154,0.5219542701270842,0.4780457298729158,1450.184114,1546.735399,,,,,,,1469.153362,1137.854781,0.914633919,0.085366081,133,136,1,10,6
12/10/2022,2023,0,,WAS,LAC,1434.690907,1459.852994,0.6060650805550017,0.39393491944499825,1423.844142,1470.699759,,,,,,,1342.615454,1516.90285,0.300163174,0.699836826,107,114,22,40,31
12/10/2022,2023,0,,CLE,OKC,1553.847382,1429.472432,0.7844189033219479,0.21558109667805214,1557.166293,1426.153521,,,,,,,1498.775936,1390.175347,0.694501024,0.305498976,110,102,28,11,20
12/10/2022,2023,0,,CHI,DAL,1478.988831,1581.940623,0.49575213203967133,0.5042478679603286,1500.554332,1560.375122,,,,,,,1490.864964,1483.809346,0.683678944,0.316321056,144,115,45,38,42
12/10/2022,2023,0,,GSW,BOS,1586.742101,1719.448667,0.4530700137425688,0.5469299862574313,1602.533408,1703.65736,,,,,,,1566.958706,1703.530358,0.406824268,0.593175732,123,107,92,27,60
12/10/2022,2023,0,,DEN,UTA,1545.289508,1514.393064,0.6799409616780865,0.3200590383219135,1549.36725,1510.315323,,,,,,,1568.962284,1382.115745,0.880179107,0.119820893,115,110,38,12,25
12/10/2022,2023,0,,POR,MIN,1421.681511,1514.417055,0.5104528692041431,0.4895471307958569,1429.208835,1506.889731,,,,,,,1457.609453,1517.303704,0.58774024,0.41225976,124,118,45,81,63
12/11/2022,2023,0,,NOP,PHO,1618.29459,1587.111885,0.6802994625593404,0.3197005374406596,1622.36692,1583.039555,,,,,,,1590.588939,1545.10877,0.660827297,0.339172703,129,124,76,11,44
12/11/2022,2023,0,,NYK,SAC,1525.795566,1533.524713,0.629752161,0.370247839,1534.24499,1525.075289,,,,,,,1543.930762,1508.554992,0.647031451,0.352968549,112,99,61,60,61
12/11/2022,2023,0,,DET,LAL,1385.681649,1459.77141,0.5372188586881445,0.46278114131185555,1376.45133,1469.00173,,,,,,,1364.715807,1463.721115,0.469814166,0.530185834,117,124,18,7,13
12/11/2022,2023,0,,PHI,CHO,1560.559089,1409.854547,0.8089452738199782,0.19105472618002184,1565.406578,1405.007059,,,,,,,1617.150637,1382.649911,0.854671269,0.145328731,131,113,47,9,28
12/11/2022,2023,0,,ORL,TOR,1339.327233,1525.425098,0.37857073533504215,0.6214292646649578,1354.859219,1509.893112,,,,,,,1337.442792,1595.483631,0.254543436,0.745456564,111,99,32,12,22
12/11/2022,2023,0,,ATL,CHI,1508.348594,1500.554332,0.6503353607676738,0.34966463923232616,1510.950816,1497.952109,,,,,,,1501.227437,1486.22616,0.691033472,0.308966528,123,122,48,63,56
12/11/2022,2023,0,,HOU,MIL,1364.217185,1602.911618,0.3103701619293589,0.6896298380706412,1375.134939,1591.993864,,,,,,,1330.985212,1614.689387,0.22719042,0.77280958,97,92,34,1,18
12/12/2022,2023,0,,WAS,BRK,1423.844142,1546.735399,0.46710441843777684,0.5328955815622232,1413.168981,1557.41056,,,,,,,1432.307866,1540.542375,0.450591023,0.549408977,100,112,44,41,43
12/12/2022,2023,0,,IND,MIA,1450.184114,1517.098876,0.5474700821773018,0.45252991782269825,1442.269113,1525.013877,,,,,,,1465.960825,1569.806538,0.470056202,0.529943798,82,87,58,68,63
12/12/2022,2023,0,,MEM,ATL,1604.192973,1510.950816,0.7525746499777346,0.2474253500222654,1612.409914,1502.733876,,,,,,,1523.955038,1314.289531,0.870159484,0.129840516,128,103,18,8,13
12/12/2022,2023,0,,SAS,CLE,1368.815865,1557.166293,0.3755250717565795,0.6244749282434205,1374.247951,1551.734207,,,,,,,1346.355815,1572.310984,0.297666938,0.702333062,112,111,30,7,19
12/12/2022,2023,0,,DAL,OKC,1560.375122,1426.153521,0.7938495827407432,0.20615041725925676,1563.296342,1423.232301,,,,,,,1585.232384,1389.398649,0.826685986,0.173314014,121,114,43,9,26
12/12/2022,2023,0,,POR,MIN,1429.208835,1506.889731,0.5320756629018246,0.4679243370981754,1444.790983,1491.307583,,,,,,,1467.634008,1523.036303,0.522753054,0.477246946,133,112,48,81,65
12/12/2022,2023,0,,LAC,BOS,1470.699759,1703.65736,0.31748249860450123,0.6825175013954987,1495.720787,1678.636332,,,,,,,1508.97509,1688.256893,0.335497567,0.664502433,113,93,84,38,61
12/13/2022,2023,0,,PHI,SAC,1565.406578,1525.075289,0.6916430240599288,0.30835697594007117,1574.488891,1515.992975,,,,,,,1616.857805,1516.867363,0.728031476,0.271968524,123,103,76,35,56
